1,1,1,2,4,3,5
1,2,1,4,3,2,5
1,3,1,4,3,2,5
1,4,1,4,2,3,5
1,5,1,4,2,3,5
1,6,2,1,3,4,5
1,7,2,1,4,5,3
1,8,2,3,4,1,5
1,9,2,3,4,1,5
1,10,2,3,4,1,5
1,11,2,3,4,1,5
1,12,2,3,4,1,5
1,13,2,3,4,5,1
1,14,2,3,4,5,1
1,15,2,4,3,1,5
1,16,2,4,3,1,5
1,17,2,4,3,1,5
1,18,2,4,3,1,5
1,19,2,4,3,1,5
1,20,2,4,3,1,5
1,21,2,4,3,1,5
1,22,2,4,3,1,5
1,23,2,4,3,1,5
1,24,2,4,3,1,5
1,25,2,4,3,1,5
1,26,2,4,3,1,5
1,27,2,4,3,5,1
1,28,2,4,3,5,1
1,29,2,4,3,5,1
1,30,2,4,3,5,1
1,31,2,4,1,3,5
1,32,2,4,1,5,3
1,33,2,4,5,1,3
1,34,2,5,4,3,1
1,35,2,5,4,3,1
1,36,3,2,4,1,5
1,37,3,2,4,1,5
1,38,3,2,4,1,5
1,39,3,4,1,2,5
1,40,3,4,2,1,5
1,41,3,4,2,1,5
1,42,3,4,2,1,5
1,43,3,4,2,1,5
1,44,3,4,2,1,5
1,45,3,4,2,1,5
1,46,3,4,2,5,1
1,47,3,4,2,5,1
1,48,4,2,3,1,5
1,49,4,2,3,1,5
1,50,4,2,3,1,5
1,51,4,2,3,1,5
1,52,4,2,3,1,5
1,53,4,2,3,1,5
1,54,4,2,3,1,5
1,55,4,2,3,1,5
1,56,4,2,3,1,5
1,57,4,2,3,1,5
1,58,4,2,3,1,5
1,59,4,2,3,1,5
1,60,4,2,3,1,5
1,61,4,2,3,1,5
1,62,4,2,3,5,1
1,63,4,2,3,5,1
1,64,4,2,3,5,1
1,65,4,2,3,5,1
1,66,4,2,3,5,1
1,67,4,2,1,3,5
1,68,4,2,1,3,5
1,69,4,2,1,3,5
1,70,4,2,1,3,5
1,71,4,2,1,3,5
1,72,4,2,1,3,5
1,73,4,2,1,3,5
1,74,4,2,1,3,5
1,75,4,2,5,3,1
1,76,4,3,2,1,5
1,77,4,3,2,1,5
1,78,4,3,2,1,5
1,79,4,3,2,1,5
1,80,4,3,2,1,5
1,81,4,3,2,1,5
1,82,4,3,2,1,5
1,83,4,3,2,1,5
1,84,4,3,2,1,5
1,85,4,3,2,5,1
1,86,4,3,1,2,5
1,87,4,3,1,2,5
1,88,4,3,1,2,5
1,89,4,3,1,2,5
1,90,4,3,5,2,1
1,91,4,1,3,2,5
1,92,4,1,3,2,5
1,93,4,1,2,3,5
1,94,4,1,2,3,5
1,95,4,1,2,3,5
1,96,4,1,2,3,5
1,97,4,1,2,3,5
1,98,4,1,2,3,5
1,99,4,1,2,3,5
1,100,4,1,2,3,5
2,1,1,2,3,4,5
2,2,1,2,3,5,4
2,3,1,2,4,5,3
2,4,1,2,4,5,3
2,5,1,2,5,4,3
2,6,1,2,5,3,4
2,7,1,2,5,3,4
2,8,1,2,5,3,4
2,9,1,2,5,3,4
2,10,1,2,5,3,4
2,11,1,2,5,3,4
2,12,1,3,2,4,5
2,13,1,3,2,5,4
2,14,1,3,2,5,4
2,15,1,3,2,5,4
2,16,1,3,2,5,4
2,17,1,3,4,2,5
2,18,1,3,4,2,5
2,19,1,3,4,5,2
2,20,1,3,4,5,2
2,21,1,3,5,4,2
2,22,1,3,5,4,2
2,23,1,3,5,4,2
2,24,1,3,5,4,2
2,25,1,3,5,4,2
2,26,1,3,5,4,2
2,27,1,3,5,2,4
2,28,1,3,5,2,4
2,29,1,3,5,2,4
2,30,1,3,5,2,4
2,31,1,3,5,2,4
2,32,1,4,3,5,2
2,33,1,4,3,5,2
2,34,1,4,3,5,2
2,35,1,4,5,3,2
2,36,1,5,3,4,2
2,37,1,5,3,4,2
2,38,1,5,3,2,4
2,39,1,5,3,2,4
2,40,1,5,3,2,4
2,41,1,5,3,2,4
2,42,1,5,3,2,4
2,43,1,5,3,2,4
2,44,1,5,3,2,4
2,45,1,5,4,3,2
2,46,1,5,4,3,2
2,47,1,5,4,3,2
2,48,1,5,4,2,3
2,49,1,5,2,4,3
2,50,1,5,2,4,3
2,51,1,5,2,4,3
2,52,1,5,2,3,4
2,53,1,5,2,3,4
2,54,1,5,2,3,4
2,55,1,5,2,3,4
2,56,1,5,2,3,4
2,57,2,1,3,5,4
2,58,2,1,3,5,4
2,59,2,1,3,5,4
2,60,2,1,5,4,3
2,61,2,1,5,3,4
2,62,2,1,5,3,4
2,63,2,1,5,3,4
2,64,2,4,1,5,3
2,65,2,5,3,1,4
2,66,3,2,1,4,5
2,67,3,1,2,4,5
2,68,3,1,2,5,4
2,69,3,1,4,5,2
2,70,3,1,4,5,2
2,71,3,1,4,5,2
2,72,3,1,5,2,4
2,73,3,1,5,2,4
2,74,3,5,1,2,4
2,75,3,5,2,4,1
2,76,3,5,2,1,4
2,77,4,1,2,5,3
2,78,4,1,2,5,3
2,79,4,1,5,2,3
2,80,4,1,5,2,3
2,81,4,5,1,3,2
2,82,4,5,1,3,2
